id,title,image_link,availability,inventory,price,sale_price,mpn,description,condition,link
9298894,A'pieu Madecassoside Cream,https://taplink.st/p/a/9/9/6/42715204.jpg?0,out of stock,0,17.99 EUR,,PROFILE1198143,"Легкая текстура средства равномерно распределяется, не оставляет следов липкости и жирности. Крем оказывает успокаивающее, ранозаживляющее и восстанавливающее действие. Способствует укреплению кожного покрова, улучшает газообмен в тканях, матирует и сужает расширенные поры.

✅Подходит: всем типам кожи, особенно рекомендуется проблемной, чувствительной, сухой, раздраженной

Основные компоненты: экстракт центеллы азиатской, (из нее путем ферментирования получают) мадекассоид, экстракт зеленого чая 

Объём: 50 мл
__
Produkta vieglā tekstūra ļauj vienmērīgi uzklāt to uz sejas ādas, neatstāj lipīguma un taukainības sajūtu. Krēmam ir nomierinoša, brūču dzīšanas un atjaunojoša iedarbība. Tas palīdz stiprināt ādu, uzlabo gāzu apmaiņu audos, matē un sašaurina paplašinātās poras.

✅Piemērots: visiem ādas tipiem, īpaši ieteicams problemātiskai, jutīgai, sausai, sakairinātai ādai 

Galvenās sastāvdaļas: centella asiatica ekstrakts, (no tā iegūts fermentācijas ceļā) madecassoid, zaļās tējas ekstrakts

Tilpums: 50 ml ",new,https://taplink.cc/crystalino.beauty/o/8de3ce/
9298876,FarmStay Real Tea Tree Essence Mask,https://taplink.st/p/1/1/2/f/42715208.jpg?0,in stock,10,2.00 EUR,,PROFILE1198143,"Тканевая маска с чайным деревом - отличное средство для дополнительного ухода за жирной проблемной кожей! При регулярном использовании в сочетании с грамотно подобранной основной терапией маска помогает избавиться от воспалений и покраснений. 

За счёт высокого содержания экстракта чайного дерева маска оказывает выраженное противовоспалительное воздействие. Она хорошо успокаивает кожу, снимает покраснение, а также убирает отёчность и болезненные ощущения. 

✅Основные компоненты: чайное дерево, гиалуроновая кислота, гамамелис, зелёный чай

✅Способ применения: 
Нанести на очищенную кожу на 15-20 минут. После использования остатки эссенции похлопывающими движениями  вмассировать в кожу
___
Tējas koka loksnes maska ​​ir lielisks papildinājums taukainas, problemātiskas ādas kopšanai! Regulāri lietojot kopā ar pareizi izvēlētu pamata sejas kopšanas rituālu, maska ​​palīdz atbrīvoties no iekaisuma un apsārtuma.

Pateicoties augstajam tējas koka ekstrakta saturam, maskai ir izteikta pretiekaisuma iedarbība. Tas labi nomierina ādu, mazina apsārtumu, kā arī noņem pietūkumu un sāpes sajūtas.

✅Galvenās sastāvdaļas: tējas koks, hialuronskābe, burvju lazda, zaļā tēja

✅Kā lietot:
Uzklājiet uz attīrītas ādas uz 15-20 min. Pēc lietošanas ar glāstošām kustībām iemasējiet atlikušo esenci ādā.",new,https://taplink.cc/crystalino.beauty/o/8de3bc/
9298104,FarmStay Real Lychee Essence Mask,https://taplink.st/p/3/3/c/a/43893212.jpg?0,in stock,8,2.00 EUR,,PROFILE1198143,"Тканевая маска содержит экстракт личи, благодаря которому сухая и уставшая кожа моментально получает необходимый уход и увлажнение. Так же составе различные растительные экстракты, которые содержат большое количество витаминов, что делает кожу блестящей и эластичной. 
Средство помогает сгладить шелушащуюся текстуру кожи и обеспечивает ей достаточное увлажнение.

Способ применения:
✅Нанести на чистую кожу лица и оставить на 15-20 минут. Снять маску и помассировать кожу до полного впитывания эссенции. Для лучшего эффекта использовать 1-3 раза в неделю
___
Auduna maska ​​satur ličī ekstraktu, pateicoties kuram sausa un nogurusi āda uzreiz saņem nepieciešamo kopšanu un mitrināšanu. Maska satur arī dažādu augu ekstraktus, kas satur lielu daudzumu vitamīnu, kas padara ādu spīdīgu un elastīgu. 
Maska palīdz izlīdzināt ādas tekstūru un nodrošina pietiekamu mitrināšanu. 

Lietošana: 
✅ Uzklājiet uz tīras sejas un atstājiet uz 15-20 min. Noņemiet masku un iemasējiet ādā, līdz esence ir pilnībā iesūkusies. Lai iegūtu labākus rezultātus, izmantojiet 1-3 reizes nedēļā ",new,https://taplink.cc/crystalino.beauty/o/8de0b8/
9293584,FarmStay Real olive essence mask,https://taplink.st/p/7/1/0/d/42715234.jpg?0,in stock,9,2.00 EUR,,PROFILE1198143,"Маска с экстрактом оливы оказывает питательное и смягчающее действие, повышает защитные свойства кожи, оберегает ее от обветривания и обморожения, тонизирует и освежает кожу, делает ее гладкой и эластичной, повышает упругость, улучшает цвет лица. Высокое содержание витамина Е обеспечивает защиту от ультрафиолета😎

✅Способ применения:
Нанести на очищенную кожу на 15-20 минут, после использования остатки эссенции похлопывающими движениями пальцев вмассировать в кожу до полного впитывания.
___
Maskai ar olīvu ekstraktu piemīt barojoša un mīkstinoša iedarbība, paaugstina ādas aizsargīpašības, pasargā to no plaisāšanas un apsaldējumiem, tonizē un atsvaidzina ādu, padara to gludu un elastīgu, uzlabo elastību, uzlabo sejas toni. Augsts E vitamīna saturs nodrošina UV aizsardzību. 

✅Kā lietot: 
Uzklājiet uz attīrītas ādas uz 15-20 min, pēc lietošanas atlikušo esenci maigi iemasējiet ādā, līdz tā pilnībā iesūcas.",new,https://taplink.cc/crystalino.beauty/o/8dcf10/
9247664,Travel box🧳,https://taplink.st/p/e/b/b/2/42012208.jpg?0,in stock,3,15.00 EUR,12.00 EUR,PROFILE1198143,"Отправляешься к подруге или на отдых, или же просто уезжаешь на пару дней? Тогда этот набор для тебя!

Все самое нужное для ухода за кожей:
-снятие макияжа
-очищение
-тонизирование
-увлажнение
-защита SPF
-увлажняющие масочки после дороги и на ночь

*продукты на фото могут меняться, пожалуйста уточняй лично, если тебе очень это важно 💜
___
Nakšņosi pie draudzenes vai plāno kaut kur aizbraukt? Tad šis sejas kopšanas komplekts ir tas, kas tev vajadzīgs!

Viss pats nepieciešamākais sejas kopšanai ceļojumā:
-make up noņēmējs
-attīrošas putas
-tonizēšana
-mitrināšana
-mitrinošas maskas pēc ceļa un uz nakti

*produkti bildē var nedaudz mainīties, lūdzu precizē personīgi, ja tev tas ir ļoti svarīgi 💜",new,https://taplink.cc/crystalino.beauty/o/8d1bb0/
9130310,Energy box,https://taplink.st/p/8/9/a/c/41362328.jpg?0,in stock,4,14.50 EUR,12.99 EUR,PROFILE1198143,"Ищешь подарок для коллеги? Это он!

☕Гидрогелевая маска с экстрактом какао - придаст энергии и свежести кожи, активно увлажнит и устранит следы усталости
💋Бальзам для губ с алое вера - устранит сухость, придаст приятный и естественный блеск
🌿Увлажняющий гель с алое - экспресс средство на все случаи жизни. Увлажняет, снимает раздражения, успокаивает кожу
💚Ночная маска с центеллой азиатской - восстанавливает кожу за одну ночь, выравнивает тон, оздоравливает, помогает против высыпаний

Набор упакован в коробочку и готов сразу отправиться к вам 🎁
___
Meklē dāvanu kolēģei? Te viņš ir! 

☕Hidrogēla maska ​​ar kakao ekstraktu - piešķirs ādai enerģiju un svaigumu, aktīvi mitrinās un likvidēs noguruma pazīmes 
💋Aloe vera lūpu balzams - novērš sausumu, piešķir patīkamu un dabisku spīdumu 
🌿 Aloe Vera mitrinošs gēla ir ekspress līdzeklis visiem dzīves gadījumiem. Mitrina, mazina kairinājumu, nomierina ādu 
💚 Nakts maska ​​ar centella asiatica - atjauno ādu uz nakti, izlīdzina tonusu, dziedē, palīdz pret izsitumiem 

Komplekts ir iepakots kastītē un gatavs doties pie Jums 🎁 ",new,https://taplink.cc/crystalino.beauty/o/8b5146/
9126146,Friends box,https://taplink.st/p/7/9/7/3/41337440.jpg?0,in stock,1,25.10 EUR,22.00 EUR,PROFILE1198143,"Порадуй свою подружку💜🧍‍♀️

Гидрогелевая маска с экстрактом артишока - освежит и увлажнит кожу
Патчи с ромашкой - осветляют тёмные круги под глазами, активно увлажняют
Маска для волос от Masil - восстановит за 1 приминение даже самые сухие волосы, удобно брать с собой
Восстанавливающий шампунь от Masil - хорошо очищает кожу головы, не жирнит, восстанавливает волос
Бальзам-маска для губ Laneige - бомбические ягодки на страже твоих сочных губ днем и ночью

Набор упакован в коробочку и готов сразу отправиться к вам 🎁
___
Iepriecini savu draudzeni💜 ‍♀️

Hidrogēla maska ​​ar artišoka ekstraktu - atsvaidzina un mitrina ādu 
Patči ar kumelītēm – izgaismo tumšos lokus zem acīm, aktīvi mitrina 
Masil matu maska ​​- atjauno pat sausākos matus 1 lietošanas reizē, ērti paņemt līdzi 
Atjaunojošs šampūns no Masil - labi attīra galvas ādu, nepadara matus taukainus, atjauno matus 
Laneige lūpu balzams-maska ​​- ogu bumba, kas sargā jūsu sulīgās lūpas dienu un nakti

Komplekts ir iepakots kastītē un gatavs doties pie Jums 🎁",new,https://taplink.cc/crystalino.beauty/o/8b4102/
9050981,May Island Argan Clinic Treatment Conditioner,https://taplink.st/p/1/7/b/0/40948814.jpg?0,in stock,4,7.00 EUR,,PROFILE1198143,"Как действует корейское средство на ваши волосы?

- Питает каждый локон до самых кончиков,
- Увлажняет, защищая от ломкости,
- Делает их сияющими и гладкими,
- Защищает от термического воздействия приборов для укладки волос.

Волосы будут сиять благодаря уникальному природному составу средства:
- Аргановое масло – это восстановление, питание, сияние волос, кроме того, с его помощью возможна быстрая регенерация клеток.
- Экстракт ромашки – защита от ломкости, блеск и простота расчесывания

Чтобы получить эффект от бальзама-кондиционера надо лишь нанести его на несколько минут на чистые, вымытые шампунем волосы. Если же вы хотите применять его в качестве маски, нанесите средство на чистые подсушенные волосы, наденьте полиэтиленовую шапочку, обмотайте голову полотенцем для создания согревающего эффекта и спустя 20-30 минут смойте водой. Готово! Вы великолепны!

Объем: 100мл
____
Kā korejiešu līdzeklis iedarbojas uz jūsu matiem?

- Baro katru matus līdz pašiem galiem,
- Mitrina un aizsargā pret lūšanu
- Padara tos spīdīgus un gludus
- Aizsargā pret matu veidošanas instrumentu karstumu

Mati spīdēs, pateicoties produkta unikālajam dabiskajam sastāvam:
- Argana eļļa - atjauno, baro, piešķir mirdzumu
- Kumelīšu ekstrakts - aizsargā pret lūšanu, piešķir spīdumu un atvieglo ķemmēšanu

Lai iegūtu balzama-kondicioniera efektu, tas tikai uz dažām minūtēm jāuzklāj uz tīriem, ar šampūnu izmazgātiem matiem. Ja vēlaties to izmantot kā masku, uzklājiet līdzekli tīros, izžāvētos matos, uzvelciet dušas cepurīti, aptiniet galvu ar dvieli, lai radītu sildošu efektu un pēc 20-30 minūtēm noskalojiet ar ūdeni. Gatavs! 

Tilpums: 100ml",new,https://taplink.cc/crystalino.beauty/o/8a1b65/
9050912,May Island Argan Clinic Treatment Shampoo,https://taplink.st/p/c/2/b/2/40948835.jpg?0,in stock,4,7.00 EUR,,PROFILE1198143,"Помимо восстанавливающего воздействия на сами волосы, шампунь оказывает благотворное влияние и на состояние кожи головы:

- Успокаивает раздраженную кожу
- Устраняет загрязнения
- Мягко очищает от укладочных средств

Своими уникальными свойствами шампунь для волос Argan Clinic Treatment Shampoo обязан правильному сочетанию природных компонентов в своем составе:
Аргановое масло – восстанавливает и увлажняет,
Витамин Е – защищает от негативного воздействия окружающей среды,
Экстракт ромашки – помогает решить проблему ломкости волос, делая их блестящими и гладкими, послушными при расчесывании.

Использование: выдавите немного шампуня на ладонь и распределите по корням массирующими движениями. Тщательно промойте волосы теплой водой.

Объем: 100мл
____
Papildus atjaunojošai iedarbībai uz pašiem matiem, šampūns labvēlīgi ietekmē arī galvas ādas stāvokli:

- Nomierina sakairinātu ādu
- Attīra matus un galvas ādu
- Maigi attīra no matu veidošanas produktiem

Argan Clinic Treatment Shampoo unikālās īpašības ir saistītas ar pareizu dabisko sastāvdaļu kombināciju tā sastāvā:
Argana eļļa - atjauno un mitrina,
E vitamīns - aizsargā pret apkārtējās vides negatīvo ietekmi,
Kumelīšu ekstrakts - palīdz atrisināt trauslu matu problēmu, padarot tos spīdīgus un gludus, paklausīgus 

Lietošana: Saspiediet nedaudz šampūna plaukstā un ar masējošām kustībām izklājiet uz matu saknēm. Rūpīgi izskalojiet matus ar siltu ūdeni.

Tilpums: 100ml",new,https://taplink.cc/crystalino.beauty/o/8a1b20/
8876390,Elizavecca Aqua Hyaluronic Acid Water Drop Cream,https://taplink.st/p/c/e/3/5/53325197.gif?0,in stock,4,14.00 EUR,12.00 EUR,PROFILE1198143,"Легкая гелевая текстура этого крема дарит коже мгновенное чувство комфорта, во время нанесения крем превращается в мельчайшие капельки, которые быстро проникают вглубь кожи и наполняют ее клетки живительной влагой💦

Интенсивное увлажнение, освежение, тонизирование – сразу же после использования крема. Одновременно с этим крем устраняет сухость и шелушения, делает кожу мягкой и гладкой.

В составе:
Гиалуроновая кислота
Ниацинамид 
Аденозин
Молочные протеины
Экстракты красного женьшеня,

Способ применения:
Нанести на очищенную кожу лица, шеи и области декольте. Применять утром и/или вечером.

Объём: 50 мл
____
Viegla gēla tekstūra sniedz ādai tūlītēju komforta sajūtu, uzklājot krēms pārvēršas par sīkiem pilieniņiem, kas ātri iesūcas dzīļi ādā un intensīvi mitrina.

Uzreiz pēc krēma lietošanas var sajust intensīvi mitrinošu, atsvaidzinošu, tonizējošu sajūtu. Vienlaikus krēms novērš sausumu un lobīšanos, padarot ādu maigu un gludu.

Sastāv no:
Hialuronskābe
Niacinamīds
Adenozīns
Piena proteīni
Sarkanā žeņšeņa ekstrakts

Lietošana:
Uzklājiet uz attīrītas sejas, kakla un dekoltē zonas. Uzklājiet no rīta un/vai vakarā.

Tilpums: 50 ml",new,https://taplink.cc/crystalino.beauty/o/877166/
8516010,FarmStay Real Aloe Vera Essential Lip Balm,https://taplink.st/p/5/e/b/9/37798608.jpg?0,in stock,5,5.50 EUR,,PROFILE1198143,"Суперувлажняющий бальзам для губ с алоэ восстанавливает даже очень сухую и поврежденную кожу. Бальзам увлажняет, смягчает, регенерирует.

Экстракт алоэ быстро устраняет сухость кожи и предотвращает обезвоживание, оказывает заживляющий эффект, устраняет шелушение. Кокосовое масло смягчает и удерживает влагу в коже, масло ши повышает упругость и эластичность и глубоко увлажняет кожу губ.

Объем: 10ml
____
Supermitrinošs lūpu balzams ar alveju atjauno pat ļoti sausu un bojātu ādu. Balzams mitrina, mīkstina, atjauno.

Alvejas ekstrakts ātri likvidē sausu ādu un novērš dehidratāciju, ir dziedinošs efekts, novērš lobīšanos. Kokosriekstu eļļa mīkstina un saglabā mitrumu ādā, šī sviests uzlabo tvirtumu un elastību un dziļi mitrina lūpu ādu.

Tilpums: 10ml",new,https://taplink.cc/crystalino.beauty/o/81f1aa/
7959537,Hair care mini set 🎄,https://taplink.st/p/2/5/4/a/34588995.jpg?0,in stock,9,7.00 EUR,5.00 EUR,PROFILE1198143,"С заботой о волосах🎁

В наборе:
✅Masil 8 Mask
✅Masil 3 CMC Shampoo
✅Masil 5 Apple Vinegar Shampoo
✅Masil 5 Perfect Volume Shampoo
✅Masil 5 Scalp Scaling Shampoo

Идельно для мини подарка и что бы познакомиться с корейским уходом для волос🎀
___
Ar rūpēm par matiem🎁

Komplektā:
✅Masil 8 Mask
✅Masil 3 CMC Shampoo
✅Masil 5 Apple Vinegar Shampoo
✅Masil 5 Perfect Volume Shampoo
✅Masil 5 Scalp Scaling Shampoo

Ideāli piemērots mini dāvanai un lai iepazīstos ar Korejas matu kopšanu🎀",new,https://taplink.cc/crystalino.beauty/o/7973f1/
7899236,ENOUGH Real Vita 8 Complex Pro Bright Up Ampoule,https://taplink.st/p/d/d/5/2/34318894.jpg?0,in stock,4,14.00 EUR,,PROFILE1198143,"Интенсивная витаминная сыворотка незаменима для ухода за тусклой и усталой кожей.

Преимущества:
*заряжает клетки кожи энергией
*освежает и тонизирует
*устраняет тусклость и неровный цвет лица
*помогает справиться с пост-акне и пигментацией

Ключевые компоненты - Витаминный комплекс 

Способ применения:
На очищенную кожу лица нанести 1-2 капли сыворотки и массирующими движениями распределить по коже до полного впитывания, затем нанести крем.

Объём: 30 мл
____
Intensīvs vitamīnu serums ir neaizstājams blāvas un nogurušas ādas kopšanai.

Priekšrocības:
*uzlādē ādas šūnas ar enerģiju
* atsvaidzina un tonizē
* novērš blāvumu un nevienmērīgu sejas toni
* palīdz tikt galā ar post-acne un pigmentāciju.

Galvenās sastāvdaļas - Vitamīnu komplekss

Lietošanas veids:
Uzklājiet 1-2 pilienus seruma uz attīrītas sejas un iemasējiet ādā, līdz tas pilnībā uzsūcas, pēc tam uzklājiet krēmu.

Tilpums: 30 ml",new,https://taplink.cc/crystalino.beauty/o/788864/
7899224,MASIL 5 Probiotics Perfect Volume Shampoo,https://taplink.st/p/e/d/8/6/35001326.jpg?0,in stock,9,1.10 EUR,,PROFILE1198143,"Шампунь для объема волос с пробиотиками MASIL 5 Probiotics Prefect Volume Shampoo «оживляет» волосы, устраняет тусклость и возвращает прядям здоровый блеск, делает локоны шелковистыми и послушными. Регулирует работу сальных желез, снижает жирность кожи, бережно отшелушивает ороговевшие клетки.

*устраняет сухость и шелушения
*оздоравливает микробиом кожи
*усиливает приток питательных веществ к корням волос
*восстанавливает поврежденную структуру волоса
*возвращает естественный объем

Шампунь приятно освежает кожу, образует обильную пену и легко смывается водой. Средство не содержит силиконы и сульфаты. Обладает слабо-кислым pH 5.0-6.0

Основные действующие ингредиенты - Ферменты лактобактерий, Polyquaternium-10, Экстракты центеллы, гамамелиса, мяты, солодки 

Способ применения: 
Нанеси шампунь на влажные волосы и кожу головы, мягко помассируй 2-3 минуты и тщательно смой теплой водой. 

Объем: 8ml
______
Šampūns matu apjomam ar probiotikām MASIL 5 Probiotics Perfect Volume Shampoo ""atdzīvina"" matus, novērš blāvumu un atjauno šķipsnām veselīgu spīdumu, padarot tos zīdainus un paklausīgus. Regulē tauku dziedzeru darbu, samazina ādas tauku saturu, maigi noloba atmirušās ādas šūnas.

*novērš sausumu un lobīšanos
*atveseļo ādas mikrobiomu
*palielina barības vielu plūsmu uz matu saknēm
*atjauno bojātu matu struktūru
*atjauno dabisko apjomu

Šampūns patīkami atsvaidzina ādu, veido bagātīgas putas un ir viegli nomazgājams ar ūdeni. Produkts nesatur silikonus un sulfātus. Piemīt nedaudz skābs pH 5,0-6,0

Galvenās aktīvās sastāvdaļas - Lactobacillus enzīmi, Polyquaternium-10, Centellas, burvju lazdas, piparmētras, lakricas ekstrakti

Lietošanas veids:
Uzklājiet šampūnu mitros matos un galvas ādā, maigi iemasējiet 2-3 minūtes un rūpīgi noskalojiet ar siltu ūdeni.

Tilpums: 8ml",new,https://taplink.cc/crystalino.beauty/o/788858/
7899158,MASIL 5 Probiotics Scalp Scaling Shampoo,https://taplink.st/p/7/8/5/c/34596369.jpg?0,in stock,9,1.10 EUR,,PROFILE1198143,"Глубокоочищающий шампунь с пробиотиками тщательно удаляет все виды загрязнений, отшелушивает ороговевшие клетки и нормализует работу сальных желез. Восстанавливает оптимальный водно-липидный баланс, предупреждает появление перхоти и уменьшает жирность кожи. 

*эффективно очищает
*улучшает микроциркуляцию и усиливает приток питательных веществ к корням волос
*усиливает защитный слой
*снимает неприятные ощущения и зуд
*успокаивает раздраженную кожу
*укрепляет волосяные луковицы
*ускоряет рост волос
*предупреждает ломкость и выпадение

Шампунь приятно освежает кожу и легко смывается водой, не оставляя сухости.

Основные действующие ингредиенты:
*Ферменты лактобактерий 
*Polyquaternium-10 
*Пантенол 
*Салициловая 
*Ментол оказывает 

Способ применения: 
Нанеси шампунь на влажные волосы и кожу головы, мягко помассируй 2-3 минуты и тщательно смой теплой водой. 

Объем: 8ml",new,https://taplink.cc/crystalino.beauty/o/788816/
7899146,Masil 5 Probiotics Apple Vinegar Shampoo 8ml,https://taplink.st/p/f/0/2/a/34596303.png?0,in stock,9999,1.10 EUR,,PROFILE1198143,"Шампунь от перхоти с яблочным уксусом MASIL 5 Probiotics Apple Vinergar Shampoo  эффективно оздоравливает кожу головы

*отшелушивает ороговевший слой
*насыщает клетки влагой и питательными веществами
*укрепляет защитный барьер
*регулирует работу сальных желез
*оказывает антибактериальный эффект
*устраняет неприятные ощущения и зуд, снимает раздражения
*укрепляет ослабленные волосы

Шампунь глубоко очищает, не вызывая сухости и шелушения, смягчает волосы и делает их более послушными. 
Шампунь обладает гелевой текстурой, приятно освежает кожу и легко смывается водой.

Основные действующие ингредиенты:
*Ферменты лактобактерий 
*Polyquaternium-10
*Яблочный уксус
*Салициловая кислота 
*Экстракт магнолии 
*Экстракт картофеля 

Подходит для жирной кожи головы.

Способ применения: 
Нанеси шампунь на влажные волосы и кожу головы, мягко помассируй 2-3 минуты и тщательно смой теплой водой. 

Объем: 8ml",new,https://taplink.cc/crystalino.beauty/o/78880a/
7899115,Masil 3 Salon Hair CMC Shampoo Stick Pouch 8 ml,https://taplink.st/p/5/0/0/9/34596246.jpg?0,in stock,9,1.10 EUR,,PROFILE1198143,"Восстанавливающий профессиональный шампунь с керамидами 

Преимущества:
*бережно удаляет все виды загрязнений и излишки себума,
*отшелушивает омертвевшие клетки, растворяет сальные пробки,
*смягчает кожу головы, успокаивает раздражения и воспаления,
*увлажняет, питает, восстанавливает,
*укрепляет корни, повышает прочность волос, предупреждает выпадение.

Ключевые компоненты:
*17 аминокислот
*Керамиды
*Коллаген 
*Салициловая кислота 
*Ментол 

Способ применения:
Нанеси небольшое количество шампуня на мокрые волосы и кожу головы, помассируй и смой тёплой водой. При необходимости - повтори

Объём: 8 мл",new,https://taplink.cc/crystalino.beauty/o/7887eb/
7327514,FarmStay Cica Farm Revitalizing Rolling Eye Serum,https://taplink.st/p/5/0/0/1/31560604.jpg?0,out of stock,0,11.99 EUR,,PROFILE1198143,"Рекомендуется для тонкой и чувствительной кожи, подойдет для поврежденной и уставшей после стресса и агрессивных внешних воздействий.

Преимущества:
- оказывает увлажняющее и успокаивающее действие,
- помогает справиться с отечностью и темными кругами,
- делает кожу более эластичной, уменьшает выраженность морщин,
- снижает воздействие агрессивных погодных воздействий,
- защищает от преждевременного увядания

Основные компоненты:
- Экстракт центеллы азиатской 
- Ниацинамид
- Аденозин 

Способ применения:
Нанести на очищенную кожу вокруг глаз

Объём: 25 мл
___
Ieteicams plānai un jutīgai ādai, piemērots bojātai un nogurušai ādai.

Priekšrocības:
- mitrina un nomierina
- palīdz tikt galā ar pietūkumu un tumšajiem lokiem
- padara ādu elastīgāku, samazina grumbiņas
- samazina agresīvu laika apstākļu ietekmi
- aizsargā pret priekšlaicīgu novīšanu

Galvenās sastāvdaļas:
- Centella asiatica ekstrakts
- Niacinamīds
- Adenozīns

Lietošanas veids:
Uzklājiet uz attīrītas ādas ap acīm

Tilpums: 25 ml",new,https://taplink.cc/crystalino.beauty/o/6fcf1a/
6948482,Cosrx Acne Pimple Master Patch,https://taplink.st/p/8/3/7/2/29874310.jpg?0,out of stock,0,5.00 EUR,,PROFILE1198143,"Долой прыщи! Средство экстренной помощи Acne Pimple Master Patch - приклеив патчи на ночь, уже утром вы увидите результат их работы - прыщи станут менее заметны. 

Гидроколлоидные пластыри для быстрого точечного удаления акне помогают в короткие сроки в зависимости от стадии развития акне или погасить очаг воспаления, или способствовать быстрому созреванию возникшего гнойничка.

Они пропитаны маслом  чайного дерева и салициловой кислотой. Воздействуя направленно в зоне воспаления, средство уменьшает покраснения, удаляя видимые прыщи.

Способ применения: 
- Очисти место вокруг проблемной зоны
- Выбери патч по размеру и нанеси прямо на прыщик
- Нанеси патч на сухую кожу
- Оставь его на 8-12 часов на лице, пока не побелеет. Не держи слишком долго, белое пятнышко может не появиться
- Можно использовать как в дневное, так и в ночное время.
- При необходимости повтори

Объём: 24 патча трех разных размеров (10х7мм, 5х10 мм, 9х12)
____
Pūtītes nost! Acne Pimple Master Patch ir tava neatliekamā palīdzība - uzlīmē plāksteri uz naktī un no rīta tu redzēsi rezultātu - pinnes kļūs mazāk pamanāmas vai pat pazūd no pirmās lietošanas reizes.

Hidrokoloīdie plāksteri aknes ātrai plankumu likvidēšanai palīdz īsā laikā, atkarībā no aknes attīstības stadijas, vai nodzēš iekaisumu, vai samazina to.

Tie ir piesūcināti ar tējas koka eļļu un salicilskābi. Iedarbojoties tieši iekaisuma zonā, līdzeklis samazina apsārtumu, noņemot redzamās pinnes.

Lietošanas veids:
- Notīri zonu ap problēmzonu
- Izvēlies plāksteri pēc izmēra un uzklāj tieši uz pinnes
- Uzklāji plāksteri uz sausas ādas
- Atstāj to uz sejas uz 8-12 stundām, līdz pinne kļūst balta. Neturi pārāk ilgi, balts plankums var arī neparādīties
- Var lietot gan dienā, gan naktī
- Ja nepieciešams, atkārto

Komplektā: 24 plāksteri trīs dažādos izmēros (10x7mm, 5x10mm, 9x12)",new,https://taplink.cc/crystalino.beauty/o/6a0682/
6948464,Petitfee Black Pearl & Gold Hydrogel Eye Patch 1 Pair,https://taplink.st/p/9/5/a/4/29873107.jpg?0,in stock,5,2.99 EUR,,PROFILE1198143,"Идеальное средстсво что бы познакомиться или взять с собой.

Приятные в использовании патчи оказывают на кожу вокруг глаз укрепляющий, лифтинговый, увлажняющий и осветляющий эффекты. Также они убирают морщинки и предотвращают появление новых.

Основные компоненты:
Коллоидное золото 
Пудра чёрного жемчуга 
Кроме того, патчи содержат органические экстракты зелёного чая, полыни, мандарина, освежающие уставшую кожу и омолаживающие её. Ещё один компонент – коллаген, повышающий эластичность и упругость кожи.

Способ применения.
Извлеките патчи из упаковки и нанесите на очищенную кожу вокруг глаз на 15-20 минут. Затем аккуратно уберите их, взяв за краешек. Оставшуюся эссенцию распределите по лицу при помощи легких похлопываний до полного впитывания.
___
Ideāls, lai iepazītos vai ņemtu līdzi.

Šiem  patčiem ir nostiprinoša, liftinga, mitrinoša un izgaismojoša iedarbība uz ādu ap acīm. Tie arī noņem grumbas un novērš jaunu grumbiņu parādīšanos.

Galvenās sastāvdaļas:
- Koloidālais zelts
- Melno pērļu pulveris
Turklāt patči satur zaļās tējas, vērmeles, mandarīna organiskos ekstraktus, kas atsvaidzina un atjauno nogurušu ādu. Vēl viena sastāvdaļa ir kolagēns, kas palielina ādas elastību un tvirtumu.

Lietošanas veids.
Izņemiet patčus no iepakojuma un uzklājiet uz attīrītas ādas ap acīm uz 15-20 minūtēm. Tad noņemiet tos. Ar vieglām kustībām uzklājiet atlikušo esenci uz sejas, līdz tā pilnībā iesūcās.",new,https://taplink.cc/crystalino.beauty/o/6a0670/
6948413,Etude house mini baking powder bb deep cleansing foam,https://taplink.st/p/1/0/c/0/29872378.jpg?0,in stock,4,4.00 EUR,,PROFILE1198143,"Глубоко очищающая пенка 3 в 1 удаляет макияж, мягко отшелушивает кожу и глубоко очищает поры. Микро гранулы, содержащиеся в пенке, проникают глубоко в поры и очищают их, осветляют черные точки, предотвращают закупорку пор.
Не содержит красителей!

Основные компоненты:
- Сода
- Рисовые отруби 
- Бетаин

Основные свойства:
- эффект скраба для устранения следов усталой кожи и удаления омертвевших клеток.
- глубокое проникновение в поры.
- мягкое очищение, не раздражающее кожу.

Способ применения: 
нанесите необходимое количество средства на кожу лица и распределите массажными движениями. Смойте тёплой водой.
___
Trīs vienā dziļi attīrošās putas, kas noņem kosmētiku, maigi attīra ādu un dziļi attīra poras. Putu sastāvā esošās mikrogranulas iesūcas dziļi porās un attīra tās, izgaismo melnos punktus un novērš poru aizsērēšanu.
Nesatur krāsvielas!

Galvenās sastāvdaļas:
- Soda
- Rīsu klijas
- Betaīns

Pamatīpašības:
- skrubējoša iedarbība, lai likvidētu nogurušas ādas pēdas un noņemtu atmirušās šūnas.
- dziļa iekļūšana porās.
- maiga tīrīšana, kas nekairina ādu.

Lietošanas veids:
Uzklājiet nepieciešamo produkta daudzumu uz sejas ādas un iemasējiet tajā. Noskalojiet ar siltu ūdeni.",new,https://taplink.cc/crystalino.beauty/o/6a063d/
